gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	countryCode	locality	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
1880620979	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/13983272	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		28eb1a3f-1c15-4a95-931a-4af90ecb574d	44.474216	33.703427	244.0						2018-06-29T19:21:00Z	29	6	2018	3034742	3034742	HUMAN_OBSERVATION	iNaturalist	Observations	13983272			2018-07-02T16:22:31Z	CC_BY_NC_4_0	Katerina	Katerina			2018-12-06T13:17:39.752Z	STILLIMAGE	GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_ROUNDED
1697740842	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621535	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.936856	35.156765							1928-07-25T00:00:00Z	25	7	1928	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621535	452	Identified by the collector		CC_BY_4_0	Moscow State University	Syreyschikov D.			2019-01-04T20:02:35.772Z	STILLIMAGE	COUNTRY_MISMATCH
1697740838	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621553	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.610626	33.491345											3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621553		Tihomirov V.	1959-01-30T00:00:00Z	CC_BY_4_0	Moscow State University	anonymous			2019-01-04T20:02:35.831Z	STILLIMAGE	COUNTRY_MISMATCH
1697740833	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621543	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.837902	34.993451							1976-09-14T00:00:00Z	14	9	1976	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621543		Identified by the collector		CC_BY_4_0	Moscow State University	Shvedchikova N.			2019-01-04T20:02:48.884Z	STILLIMAGE	COUNTRY_MISMATCH
1697740832	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621541	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.887134	34.126282							1957-07-15T00:00:00Z	15	7	1957	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621541		Identified by the collector		CC_BY_4_0	Moscow State University	Grosset G.			2019-01-04T20:02:36.008Z	STILLIMAGE	COUNTRY_MISMATCH
1697740831	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621548	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.027557	35.01154							1927-07-30T00:00:00Z	30	7	1927	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621548		Identified by the collector		CC_BY_4_0	Moscow State University	Rybakova T.			2019-01-04T20:02:49.354Z	STILLIMAGE	COUNTRY_MISMATCH
1697740829	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621547	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.027557	35.01154							1927-07-30T00:00:00Z	30	7	1927	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621547	29	Identified by the collector		CC_BY_4_0	Moscow State University	Rybakova T.			2019-01-04T20:02:49.359Z	STILLIMAGE	COUNTRY_MISMATCH
1697740828	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621549	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	45.027557	35.01154							1927-07-30T00:00:00Z	30	7	1927	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621549		Identified by the collector		CC_BY_4_0	Moscow State University	Rybakova T.			2019-01-04T20:02:49.585Z	STILLIMAGE	COUNTRY_MISMATCH
1697740827	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621542	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.837902	34.993451							1976-09-14T00:00:00Z	14	9	1976	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621542		Identified by the collector		CC_BY_4_0	Moscow State University	Shvedchikova N.			2019-01-04T20:02:48.646Z	STILLIMAGE	COUNTRY_MISMATCH
1697740826	902c8fe7-8f38-45b0-854e-c324fed36303	MW0621540	Plantae	Tracheophyta	Magnoliopsida	Apiales	Apiaceae	Daucus	Daucus carota		SPECIES	Daucus carota L.	UA		f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc	44.527047	34.011354							2003-11-04T00:00:00Z	4	11	2003	3034742	3034742	PRESERVED_SPECIMEN	Moscow State University	MW	MW0621540		Seryogin A.		CC_BY_4_0	Moscow State University	Abramova L.|Volkova P.			2019-01-04T20:02:35.663Z	STILLIMAGE	COUNTRY_MISMATCH
